id	huric_source_file	frame	sentence	lu	disc	lu+disc	disc2	lu+disc2
467	3283.xml	Taking	take,the,phone,near,the,table,at,your,right	1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0	1,0,0,1,0,0,0,0,0
468	3284.xml	Taking	take,the,mug,on,the,table,in,the,living,room	1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,0	1,0,0,1,0,0,0,0,0,0
469	3285.xml	Taking	take,my,jacket,from,the,jacket,hook,in,my,bedroom	1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,0	1,0,0,1,0,0,0,0,0,0
470	3287.xml	Bringing	bring,me,my,book,from,the,table	1,0,0,0,0,0,0	0,0,0,0,0,0,0	1,0,0,0,0,0,0	0,0,0,0,0,0,0	1,0,0,0,0,0,0
471	3288.xml	Bringing	bring,me,my,coat	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
472	3289.xml	Bringing	bring,me,my,towel	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
473	3290.xml	Bringing	bring,me,the,remote,control	1,0,0,0,0	0,0,0,0,0	1,0,0,0,0	0,0,0,0,0	1,0,0,0,0
474	3291.xml	Bringing	bring,me,the,towel,from,the,drawer	1,0,0,0,0,0,0	0,0,0,0,0,0,0	1,0,0,0,0,0,0	0,0,0,0,0,0,0	1,0,0,0,0,0,0
475	3292.xml	Bringing	bring,over,the,gray,folder	1,0,0,0,0	0,0,0,0,0	1,0,0,0,0	0,0,0,0,0	1,0,0,0,0
476	3293.xml	Bringing	bring,the,newspaper,to,the,studio	1,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,0
477	3294.xml	Bringing	bring,the,shampoo,to,the,shower	1,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,0
478	3295.xml	Bringing	bring,the,soap,to,the,shower	1,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,0
479	3296.xml	Bringing	can,you,please,take,out,the,garbage	0,0,0,1,0,0,0	0,0,0,0,1,0,0	0,0,0,1,1,0,0	0,0,0,0,1,0,0	0,0,0,1,1,0,0
480	3297.xml	Placing	can,you,put,the,detergent,in,the,washing,machine	0,0,1,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0	0,0,1,0,0,1,0,0,0	0,0,0,0,0,1,0,0,0	0,0,1,0,0,1,0,0,0
481	3298.xml	Placing	can,you,put,the,soap,in,the,washing,machine	0,0,1,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0	0,0,1,0,0,1,0,0,0	0,0,0,0,0,1,0,0,0	0,0,1,0,0,1,0,0,0
482	3299.xml	Change_operational_state	can,you,turn,the,shower,on	0,0,1,0,0,0	0,0,0,0,0,0	0,0,1,0,0,0	0,0,0,0,0,0	0,0,1,0,0,0
483	3300.xml	Change_operational_state	can,you,turn,the,taps,in,the,shower,on	0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0,0
484	3301.xml	Inspecting	check,if,the,stereo,is,on	1,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,0
485	3302.xml	Inspecting	check,if,there,'s,clothes,in,the,washing,machine	1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0
487	3303.xml	Inspecting	check,the,answer,machine,for,any,messages	1,0,0,0,0,0,0	0,0,0,0,0,0,0	1,0,0,0,0,0,0	0,0,0,0,0,0,0	1,0,0,0,0,0,0
488	3304.xml	Closure	close,the,curtains,in,the,living,room	1,0,0,0,0,0,0	0,0,0,0,0,0,0	1,0,0,0,0,0,0	0,0,0,0,0,0,0	1,0,0,0,0,0,0
489	3305.xml	Bringing	could,you,bring,my,water,into,the,bedroom	0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0
490	3306.xml	Closure	could,you,close,the,shutters	0,0,1,0,0	0,0,0,0,0	0,0,1,0,0	0,0,0,0,0	0,0,1,0,0
491	3307.xml	Placing	could,you,hang,my,clothes,on,the,cloth,horse	0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0,0
492	3308.xml	Taking	could,you,pick,up,the,telephone	0,0,1,1,0,0	0,0,0,0,0,0	0,0,1,1,0,0	0,0,0,0,0,0	0,0,1,1,0,0
493	3309.xml	Change_operational_state	could,you,please,turn,on,the,tv	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0
494	3310.xml	Placing	could,you,put,my,clothes,on,the,washing,line	0,0,1,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0	0,0,1,0,0,1,0,0,0	0,0,0,0,0,1,0,0,0	0,0,1,0,0,1,0,0,0
495	3311.xml	Placing	could,you,put,the,vase,on,the,coffee,table	0,0,1,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0	0,0,1,0,0,1,0,0,0	0,0,0,0,0,1,0,0,0	0,0,1,0,0,1,0,0,0
496	3312.xml	Placing	could,you,put,the,vase,on,the,table	0,0,1,0,0,0,0,0	0,0,0,0,0,1,0,0	0,0,1,0,0,1,0,0	0,0,0,0,0,1,0,0	0,0,1,0,0,1,0,0
497	3313.xml	Change_operational_state	could,you,switch,on,my,laptop	0,0,1,0,0,0	0,0,0,0,0,0	0,0,1,0,0,0	0,0,0,0,0,0	0,0,1,0,0,0
498	3314.xml	Change_operational_state	could,you,turn,on,my,pc	0,0,1,0,0,0	0,0,0,0,0,0	0,0,1,0,0,0	0,0,0,0,0,0	0,0,1,0,0,0
499	3315.xml	Change_operational_state	could,you,turn,on,the,television	0,0,1,0,0,0	0,0,0,0,0,0	0,0,1,0,0,0	0,0,0,0,0,0	0,0,1,0,0,0
500	3316.xml	Searching	find,the,bottle,of,water	1,0,0,0,0	0,0,0,0,0	1,0,0,0,0	0,0,0,0,0	1,0,0,0,0
501	3317.xml	Searching	find,the,magazine	1,0,0	0,0,0	1,0,0	0,0,0	1,0,0
502	3317.xml	Placing	put,it,on,the,table	1,0,0,0,0	0,0,1,0,0	1,0,1,0,0	0,0,1,0,0	1,0,1,0,0
503	3318.xml	Searching	find,the,towel	1,0,0	0,0,0	1,0,0	0,0,0	1,0,0
504	3319.xml	Following	follow,me,to,the,bathroom	1,0,0,0,0	0,0,0,0,0	1,0,0,0,0	0,0,0,0,0	1,0,0,0,0
505	3320.xml	Taking	get,a,fork,from,the,drawer	1,0,0,0,0,0	0,0,0,1,0,0	1,0,0,1,0,0	0,0,0,1,0,0	1,0,0,1,0,0
506	3321.xml	Bringing	get,me,my,catalogue,on,the,bedside,table	1,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0	1,0,0,0,1,0,0,0	0,1,0,0,1,0,0,0	1,1,0,0,1,0,0,0
507	3322.xml	Bringing	get,me,my,jacket	1,0,0,0	0,0,0,0	1,0,0,0	0,1,0,0	1,1,0,0
508	3323.xml	Bringing	get,me,my,towel	1,0,0,0	0,0,0,0	1,0,0,0	0,1,0,0	1,1,0,0
509	3324.xml	Taking	get,my,computer,from,the,seat	1,0,0,0,0,0	0,0,0,1,0,0	1,0,0,1,0,0	0,0,0,1,0,0	1,0,0,1,0,0
510	3325.xml	Motion	go,straight,to,the,living,room	1,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,0
511	3326.xml	Motion	go,to,the,couch	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
512	3326.xml	Bringing	bring,me,my,laptop	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
513	3327.xml	Motion	go,to,the,laundry,room	1,0,0,0,0	0,0,0,0,0	1,0,0,0,0	0,0,0,0,0	1,0,0,0,0
514	3328.xml	Motion	go,to,the,telephone	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
515	3328.xml	Inspecting	check,for,any,messages	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
516	3329.xml	Bringing	i,need,some,toilet,paper,can,you,get,me,some	0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,1,1,0
517	3330.xml	Bringing	i,need,some,utensils,could,you,take,me,some	0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,1,1,0
518	3331.xml	Change_operational_state	i,want,to,go,to,sleep,turn,off,the,light	0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0
519	3332.xml	Change_operational_state	i,want,to,jump,in,the,shower,can,you,turn,it,on	0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0
520	3333.xml	Bringing	i,want,to,watch,tv,bring,me,the,remote	0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0
521	3334.xml	Bringing	i,would,like,some,cutlery,can,you,get,me,some	0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,1,1,0
522	3335.xml	Bringing	i,would,like,some,loo,roll,can,you,get,me,some,loo,roll	0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,1,1,0,0,0
523	3336.xml	Bringing	i,would,like,to,read,an,architecture,magazine,can,you,bring,me,one	0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0
524	3337.xml	Change_operational_state	i,'d,really,like,to,take,a,shower,could,you,turn,the,shower,on	0,0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0
525	3338.xml	Motion	i,'m,hungry,go,to,the,kitchen	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0
526	3339.xml	Change_operational_state	i,'m,tired,switch,off,the,light	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0
527	3340.xml	Taking	let,'s,go,get,my,book,in,the,living,room	0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0	0,0,0,1,0,0,1,0,0,0	0,0,0,0,0,0,1,0,0,0	0,0,0,1,0,0,1,0,0,0
528	3341.xml	Motion	let,'s,go,to,the,guest,bedroom	0,0,1,0,0,0,0	0,0,0,0,0,0,0	0,0,1,0,0,0,0	0,0,0,0,0,0,0	0,0,1,0,0,0,0
529	3342.xml	Motion	let,'s,go,to,the,laundry,room	0,0,1,0,0,0,0	0,0,0,0,0,0,0	0,0,1,0,0,0,0	0,0,0,0,0,0,0	0,0,1,0,0,0,0
530	3343.xml	Bringing	let,'s,take,the,soap,to,the,kitchen	0,0,1,0,0,0,0,0	0,0,0,0,0,1,0,0	0,0,1,0,0,1,0,0	0,0,0,0,0,1,0,0	0,0,1,0,0,1,0,0
531	3344.xml	Searching	look,for,the,towel	1,0,0,0	0,1,0,0	1,1,0,0	0,1,0,0	1,1,0,0
532	3345.xml	Closure	open,the,press	1,0,0	0,0,0	1,0,0	0,0,0	1,0,0
533	3346.xml	Closure	please,close,the,blinds	0,1,0,0	0,0,0,0	0,1,0,0	0,0,0,0	0,1,0,0
534	3347.xml	Closure	please,open,the,pantry	0,1,0,0	0,0,0,0	0,1,0,0	0,0,0,0	0,1,0,0
535	3348.xml	Closure	please,open,the,storage,cupboard	0,1,0,0,0	0,0,0,0,0	0,1,0,0,0	0,0,0,0,0	0,1,0,0,0
536	3349.xml	Taking	please,pick,up,the,phone	0,1,1,0,0	0,0,0,0,0	0,1,1,0,0	0,0,0,0,0	0,1,1,0,0
537	3350.xml	Bringing	please,take,my,trash,to,the,laundry,room	0,1,0,0,0,0,0,0	0,0,0,0,1,0,0,0	0,1,0,0,1,0,0,0	0,0,0,0,1,0,0,0	0,1,0,0,1,0,0,0
538	3351.xml	Placing	put,the,bottle,in,the,bin	1,0,0,0,0,0	0,0,0,1,0,0	1,0,0,1,0,0	0,0,0,1,0,0	1,0,0,1,0,0
539	3352.xml	Placing	put,the,can,in,the,bin	1,0,0,0,0,0	0,0,0,1,0,0	1,0,0,1,0,0	0,0,0,1,0,0	1,0,0,1,0,0
540	3353.xml	Placing	put,the,can,in,the,trash	1,0,0,0,0,0	0,0,0,1,0,0	1,0,0,1,0,0	0,0,0,1,0,0	1,0,0,1,0,0
541	3354.xml	Placing	put,the,cup,in,the,sink	1,0,0,0,0,0	0,0,0,1,0,0	1,0,0,1,0,0	0,0,0,1,0,0	1,0,0,1,0,0
542	3355.xml	Placing	put,the,plate,on,the,counter	1,0,0,0,0,0	0,0,0,1,0,0	1,0,0,1,0,0	0,0,0,1,0,0	1,0,0,1,0,0
543	3356.xml	Bringing	robot,can,you,bring,me,a,towel	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0
544	3357.xml	Bringing	robot,can,you,bring,me,the,phone	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0
545	3358.xml	Bringing	robot,can,you,bring,me,the,telephone	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0
546	3359.xml	Motion	robot,can,you,come,to,the,studio	0,0,0,1,0,0,0	0,0,0,0,1,0,0	0,0,0,1,1,0,0	0,0,0,0,1,0,0	0,0,0,1,1,0,0
547	3360.xml	Closure	robot,can,you,fully,lower,the,window,blinds	0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0
548	3361.xml	Bringing	robot,can,you,get,me,a,glass,of,water,from,the,kitchen	0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,1,0,0,0,0,0,1,0,0	0,0,0,0,1,0,0,0,0,1,0,0	0,0,0,1,1,0,0,0,0,1,0,0
549	3362.xml	Closure	robot,can,you,open,the,laundry,room,cabinet	0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0
550	3363.xml	Closure	robot,can,you,open,the,washer	0,0,0,1,0,0	0,0,0,0,0,0	0,0,0,1,0,0	0,0,0,0,0,0	0,0,0,1,0,0
551	3364.xml	Closure	robot,can,you,open,the,washing,machine	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0
552	3365.xml	Giving	robot,can,you,pass,me,a,plastic,plate	0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0
553	3366.xml	Giving	robot,can,you,pass,me,a,plate	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0
554	3367.xml	Giving	robot,can,you,pass,me,the,remote,for,the,television	0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,0
555	3368.xml	Closure	robot,can,you,put,the,blinds,all,the,way,down	0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1	0,0,0,1,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,1	0,0,0,1,0,0,0,0,0,1
556	3369.xml	Change_operational_state	robot,can,you,put,the,tv,on	0,0,0,1,0,0,0	0,0,0,0,0,0,1	0,0,0,1,0,0,1	0,0,0,0,0,0,1	0,0,0,1,0,0,1
557	3370.xml	Bringing	robot,can,you,take,me,to,the,laundry,room	0,0,0,1,0,0,0,0,0	0,0,0,0,0,1,0,0,0	0,0,0,1,0,1,0,0,0	0,0,0,0,1,1,0,0,0	0,0,0,1,1,1,0,0,0
558	3371.xml	Change_operational_state	robot,can,you,turn,my,laptop,on	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0
559	3372.xml	Change_operational_state	robot,can,you,turn,the,oven,on	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0
560	3373.xml	Change_operational_state	robot,can,you,turn,the,television,on	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0	0,0,0,0,0,0,0	0,0,0,1,0,0,0
561	3374.xml	Following	robot,come,with,me,to,the,living,room	0,1,0,0,0,0,0,0	0,0,0,0,1,0,0,0	0,1,0,0,1,0,0,0	0,0,1,0,1,0,0,0	0,1,1,0,1,0,0,0
562	3375.xml	Inspecting	see,if,the,radio,is,on	1,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,0
563	3376.xml	Inspecting	see,if,the,washing,machine,is,empty	1,0,0,0,0,0,0	0,0,0,0,0,0,0	1,0,0,0,0,0,0	0,0,0,0,0,0,0	1,0,0,0,0,0,0
564	3377.xml	Change_operational_state	shut,off,the,boiler	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
565	3378.xml	Change_operational_state	stop,the,tap	1,0,0	0,0,0	1,0,0	0,0,0	1,0,0
566	3379.xml	Change_operational_state	switch,on,the,tv	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
567	3380.xml	Taking	take,the,bottle,from,the,table	1,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,0	0,0,0,1,0,0	1,0,0,1,0,0
568	3381.xml	Taking	take,the,newspaper,from,the,stand	1,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,0	0,0,0,1,0,0	1,0,0,1,0,0
569	3381.xml	Placing	put,it,on,the,coffee,table	1,0,0,0,0,0	0,0,1,0,0,0	1,0,1,0,0,0	0,0,1,0,0,0	1,0,1,0,0,0
570	3382.xml	Bringing	take,the,tray,to,the,bedroom	1,0,0,0,0,0	0,0,0,1,0,0	1,0,0,1,0,0	0,0,0,1,0,0	1,0,0,1,0,0
571	3383.xml	Bringing	the,trash,needs,to,go,out,could,you,take,it,out	0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,1,0,1	0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,1,0,1
572	3384.xml	Change_operational_state	turn,off,the,boiler	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
573	3385.xml	Change_operational_state	turn,off,the,light	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
574	3385.xml	Change_operational_state	turn,off,the,computer	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
575	3386.xml	Change_operational_state	turn,off,the,tap	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
576	3387.xml	Change_operational_state	turn,on,the,heating	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
577	3388.xml	Change_operational_state	turn,on,the,light	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
578	3388.xml	Motion	go,to,the,computer	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
579	3389.xml	Change_operational_state	turn,on,the,television	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
580	3390.xml	Change_operational_state	turn,on,the,thermostat	1,0,0,0	0,0,0,0	1,0,0,0	0,0,0,0	1,0,0,0
581	3391.xml	Change_operational_state	restart,the,wifi	1,0,0	0,0,0	1,0,0	0,0,0	1,0,0
582	3393.xml	Placing	hang,my,coat,in,the,closet,in,my,bedroom	1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0
583	3395.xml	Bringing	michael,carry,me,the,phone,that,is,on,the,glass,table,in,the,dining,room	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
